kaptCode,kaptName,kaptAddr,doroJuso,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A10024952,지축역 한림풀에버,경기도 고양덕양구 지축동  지축역 한림풀에버,경기도 고양시 덕양구 오부자로 15,분양,지역난방,178834.22,11,1102,한림건설(주),한림건설(주),269590311,movill.net/10583,아파트,위탁관리,계단식,20200130,269590312,1102,115492.49,0,1102,0,0,88489.972,4128110900,29,29,3,0,10583
A10025162,지축역 북한산 유보라 아파트,경기도 고양덕양구 지축동 645-2 지축역 북한산 유보라 아파트,경기도 고양시 덕양구 오부자로 14,분양,지역난방,84129,5,549,(주)반도건설,(주)한길개발,23712403, ,아파트,위탁관리,계단식,20191031,23712404,549,59117.76,0,549,0,0,46416.8372,4128110900,29,29,2,1,10583
A10025170,지축역센트럴푸르지오,경기도 고양덕양구 지축동 498-6 지축역센트럴푸르지오,경기도 고양시 덕양구 지축로 55,분양,지역난방,125849.87,6,852,대우푸르지오,국제자산신탁주식회사,23710631,hnaver.me/xjN3t7Zr,아파트,위탁관리,계단식,20191129,23710633,852,92128.945,0,852,0,0,71224.6604,4128110900,29,29,1,18,10583
A10025328,고양지축LH3단지 아파트,경기도 고양덕양구 지축동 490-7 고양지축LH3단지 아파트,경기도 고양시 덕양구 오부자로 150,임대,지역난방,51253.28,4,890,STX건설,한국토지주택공사,23710890,고양지축LH3단지.apti.co.kr,아파트,위탁관리,복도식,20190814,23712635,890,51030.52,890,0,0,0,24367.34,4128110900,20,20,1,12,10585
A10020965,"삼송우미라피아노(3,7단지)","경기도 고양덕양구 오금동 628- 삼송우미라피아노(3,7단지)",경기도 고양시 덕양구 오금로 110,분양,지역난방,43035.863,15,224,우미건설(주),(주)고양에이주택관리부동산투자회사,23819806, ,연립주택,위탁관리,계단식,20211019,23819807,224,18816,0,224,0,0,18969.558,4128111000,4,4,0,32,
A10021014,test,경기도 고양덕양구 오금동 641- test,경기도 고양시 덕양구 오금로 111,분양,개별난방,0,1,48, , ,211111111, ,아파트,,,20241231, ,0,0,0,48,0,0,4064.034,4128111000,1,3,0,0,
A10023955,에피소드수유838,서울특별시 강북구 수유동 740 에피소드수유838,,임대,개별난방+기타,60754,1,558,태영건설,디디아이에스와이230위탁관리부동산투자회사,262258838, ,주상복합,위탁관리,복도식,20211210,262258843,558,14368.86,558,0,0,0,11190.1968,1130510300,23,23,6,10,1073
A10021791,삼송우미라피아노 9-2BL(W),경기도 고양덕양구 오금동 619- 삼송우미라피아노 9-2BL(W),경기도 고양시 덕양구 오금1로 92,분양,개별난방,14920,1,113,우미건설,RBDK,23819813, ,도시형 생활주택(연립주택),위탁관리,계단식,20211015, ,113,13960.28,0,113,0,0,9586.6243,4128111000,1,2,0,0,
A10022883,힐스테이트 라피아노 삼송,경기도 고양덕양구 오금동 648 힐스테이트 라피아노 삼송,경기도 고양시 덕양구 오금로 193,분양,개별난방,59408.58,81,452,현대건설,(주)알비디케이,23816601, ,연립주택,위탁관리,기타,20230317,23816602,452,48906.844,0,452,0,0,38379.718,4128111000,3,1,0,0,10576
A10023323,삼송비아티움,경기도 고양덕양구 오금동 595 삼송비아티움,경기도 고양시 덕양구 오금로 40,임대,지역난방,91988.82,32,528,서한,서한하나제2호 위탁관리부동산투자회사,23817801,삼송비아티움.apti.co.kr/,연립주택,위탁관리,계단식,20230302,23817802,528,57308.41,0,528,0,0,44646.9674,4128111000,4,4,1,70,10578
A10023759,삼송자이더빌리지 6-4블록,경기도 고양덕양구 오금동 668 삼송자이더빌리지 6-4블록,,분양,개별난방,16221,1,109,GS건설,GS건설,269526804, ,연립주택,위탁관리,혼합식,20210407, ,109,13682.679,0,109,0,0,9254.1438,4128111000,1,2,0,0,
A10023760,삼송자이더빌리지 6-3블록,경기도 고양덕양구 오금동 670 삼송자이더빌리지 6-3블록,,분양,개별난방,9508.474,9,73,GS건설,GS건설,269526804, ,,위탁관리,계단식,20210407,269526805,73,9516.4,0,73,0,0,6196.5147,4128111000,2,2,0,0,
A10024221,안산스마트허브경기행복주택,경기도 안산단원구 원시동 850 안산스마트허브경기행복주택,,임대,개별난방,9543.25,2,232,대보건설(주),경기주택도시공사,3180422773, ,도시형 생활주택(아파트),위탁관리,복도식,20210430,3180422774,233,9122.348,232,0,0,0,4494.72,4127310500,13,13,0,4,15434
A10023985,파주운정별하람마을 4단지,경기도 파주시 당하동  파주운정별하람마을 4단지,,임대,지역난방,85662.17,6,1282,한신공영,한국토지주택공사,319490900, ,아파트,위탁관리,복도식,20211021,319498519,1282,85662.17,1282,0,0,0,47050.22,4148011400,25,25,0,18,10869
A10023925,삼송자이더빌리지 5단지,경기도 고양덕양구 오금동 642 삼송자이더빌리지 5단지,경기도 고양시 덕양구 오금로 163,분양,개별난방,27298,20,178,gs건설,자이에스앤디,269526802,goodjung25@naver.com,연립주택,위탁관리,계단식,20210208,269526803,178,20564,0,178,0,0,15103.3368,4128111000,1,1,2,0,10576
A10024541,테라비아타in삼송,경기도 고양덕양구 오금동 585 테라비아타in삼송,경기도 고양시 덕양구 오금로 33,분양,지역난방,15091.277,6,80,(주) 대송,(주) 대송,7076046565, ,도시형 생활주택(아파트),관리방식미정,계단식,20201126,23816564,80,8437.864,0,80,0,0,6785.876,4128111000,4,4,1,10,10578
A10024578,삼송역현대헤리엇아파트,경기도 고양덕양구 삼송동 293 삼송역현대헤리엇아파트,경기도 고양시 덕양구 삼송로 222,분양,지역난방,55285.48,2,364,HN,(주)C&R코리아,23712822, ,주상복합,위탁관리,혼합식,20201016,23712922,364,32014.96,364,0,0,0,21823.96,4128111100,41,41,4,8,10592
A10027815,삼송2차 아이파크,경기도 고양덕양구 삼송동 311 삼송2차 아이파크,경기도 고양시 덕양구 세솔로 73,분양,지역난방,162222.38,10,1066,현대산업개발,현대산업개발,23818241,삼송2차아이파크.apti.co.kr,아파트,위탁관리,계단식,20150827,23818243,1069,115218.36,0,1066,0,0,87529.176,4128111100,29,29,1,30,10589
A10027927,삼송마을18단지,경기도 고양덕양구 삼송동 332 삼송마을18단지,경기도 고양시 덕양구 덕수천1로 37,임대,지역난방,156810.55,19,1890,이화공영,한국주택토지공사,23819435, ,아파트,위탁관리,혼합식,20150629,23819437,1890,156154.52,1890,0,0,0,80716.84,4128111100,20,20,1,35,10587
A10028166,삼송 스타클래스,경기도 고양덕양구 삼송동 331 삼송 스타클래스,경기도 고양시 덕양구 덕수천1로 59,분양,지역난방,113855.66,9,627,극동건설,공무원연금관리공단,23554128,starclass.apti.co.kr,아파트,위탁관리,계단식,20141209,23558128,627,75293.91,0,399,228,0,56922.14,4128111100,27,27,2,18,10587
A41277903,삼송마을17단지동원로얄듀크,경기도 고양덕양구 삼송동 104-9 삼송마을17단지동원로얄듀크,경기도 고양시 덕양구 세솔로 105,분양,지역난방,113190.61,10,598,(주)동원개발,(주)동원개발,23810830,dongwon17.com,아파트,위탁관리,계단식,20120901,23810831,598,73175.94,0,300,298,0,59650.9048,4128111100,21,21,0,10,10557
A10027246,동산마을 화성파크드림PATIO,경기도 고양덕양구 동산동 343 동산마을 화성파크드림PATIO,경기도 고양시 덕양구 동산1로 38,분양,지역난방,48493.863,16,349,(주)화성개발,(주)화성개발,23710170,동산마을화성파크드림파티오.apti.co.kr,연립주택,위탁관리,계단식,20161123,23710172,349,27903.447,349,0,0,0,20939.24,4128111200,4,4,1,44,10598
A41209001,호반베르디움21,경기도 고양덕양구 동산동 18 호반베르디움21,경기도 고양시 덕양구 동산2로 18,분양,지역난방,70867.38,5,405,호반건설,호반주택,23557510,cafe.daum.net/dongsanmaeu121,아파트,위탁관리,계단식,20120731,23557549,405,45642.8,0,405,0,0,34408.6024,4128111200,25,25,2,10,10598
A41209002,창릉호반써밋,경기도 고양덕양구 동산동 365 창릉호반써밋,경기도 고양시 덕양구 세솔로 25,분양,지역난방,259658,18,1426,호반건설,한국토지신탁,23822293,dongsan22.co.kr,아파트,위탁관리,계단식,20121002,23822296,1426,121137.78,0,1426,0,0,121145.426,4128111200,30,30,2,42,10597
A10021917,고양화성그린빌아파트 ,경기도 고양덕양구 고양동 103- 고양화성그린빌아파트 ,경기도 고양시 덕양구 벽제관로 45-10,분양,개별난방,14890,1,122,(주)화성개발,(주)화성개발,319628954, ,아파트,위탁관리,계단식,19980616,319628955,122,12603.64,52,54,16,0,9677.728,4128111600,18,18,2,1,
A41251001,푸른마을2단지동익미라벨,경기도 고양덕양구 고양동 720 푸른마을2단지동익미라벨,경기도 고양시 덕양구 푸른마을로 16,분양,개별난방,38889.734,2,188,동익건설(주),동익건설(주),319640718, ,아파트,위탁관리,계단식,20040923,319640719,188,27067.928,0,0,188,0,22501.8,4128111600,25,25,2,4,10270
A41251002,푸른마을4단지동익미라벨,경기도 고양덕양구 고양동 734 푸른마을4단지동익미라벨,경기도 고양시 덕양구 푸른마을로 54,분양,개별난방,52151.87,6,241,동익건설(주),동익건설(주),319627794, ,아파트,위탁관리,계단식,20080926,319627795,241,34595.71,0,0,241,0,25471.955,4128111600,19,19,0,8,10270
A41251003,푸른마을5단지풍림아이원,경기도 고양덕양구 고양동 730 푸른마을5단지풍림아이원,경기도 고양시 덕양구 푸른마을로 56,분양,개별난방,61061,8,460,풍림산업(주),(주)미평건설,319637681, ,아파트,위탁관리,계단식,20070425,319637682,460,46813.215,117,343,0,0,36112.7751,4128111600,20,20,0,12,10270
A41251004,푸른마을6단지풍림아이원,경기도 고양덕양구 고양동 724 푸른마을6단지풍림아이원,경기도 고양시 덕양구 푸른마을로 55,분양,개별난방,67492.51,5,496,(주)풍림산업,(주)미평건설,319621058, ,아파트,위탁관리,계단식,20070425,319621059,496,50989.965,114,382,0,0,39241.0792,4128111600,19,19,2,12,10270
A41251005,푸른마을3단지동익미라벨,경기도 고양덕양구 고양동 719 푸른마을3단지동익미라벨,경기도 고양시 덕양구 푸른마을로 15,분양,개별난방,136322.56,9,958,(주)동익건설,(주)동익건설,319644091,벽제푸른마을3단지동익미라벨.ma-um.co.kr,아파트,위탁관리,계단식,20040630,319644092,958,100971.89,145,813,0,0,77744.8,4128111600,25,25,2,23,10270
A41251006,푸른마을1단지동익미라벨,경기도 고양덕양구 고양동 735 푸른마을1단지동익미라벨,경기도 고양시 덕양구 푸른마을로 14,분양,개별난방,71550,5,464,동익건설(주),동익엔지니어링,319697033,벽제푸른마을1단지동익미라벨.ma-um.co.kr,아파트,위탁관리,계단식,20080926,319697034,464,49334.11,137,327,0,0,35876.279,4128111600,25,25,2,10,10270
A41277901,푸른마을10단지풍림아이원,경기도 고양덕양구 고양동 1121 푸른마을10단지풍림아이원,경기도 고양시 덕양구 푸른마을로120번길 34,분양,개별난방,94326.99,12,557,풍림산업,미평,319634885,푸른마을10단지.apti.co.kr,아파트,위탁관리,계단식,20091120,319634887,557,69436.91,0,272,285,0,54213.4238,4128111600,15,15,2,22,10271
A41277902,푸른마을7단지풍림아이원,경기도 고양덕양구 고양동 752 푸른마을7단지풍림아이원,경기도 고양시 덕양구 푸른마을로 37,분양,개별난방,29934.682,2,211,풍림산업(주),(주)미평건설,319638829, ,아파트,위탁관리,계단식,20101022,319638827,211,23195.758,0,211,0,0,17898.3915,4128111600,18,18,2,5,10270
A41280002,고양삼성,경기도 고양덕양구 고양동 197 고양삼성,경기도 고양시 덕양구 혜음로 30,분양,개별난방,37723.03,3,282,삼성건설 (주),삼성건설(주),319642253, ,아파트,위탁관리,계단식,19981111,319682253,282,27056.7,126,156,0,0,20803.38,4128111600,23,23,2,0,10275
A41280101,고양청구,경기도 고양덕양구 고양동 399 고양청구,경기도 고양시 덕양구 동헌로 408-8,분양,개별난방,22303,2,168,(주)청구주택,(주)청구주택,319623079,cafe.daum.net/gycgapt,아파트,위탁관리,계단식,19971030,319623076,168,12312,72,96,0,0,12475.92,4128111600,18,18,2,8,10273
A41280103,고양윤창1단지2단지,경기도 고양덕양구 고양동 414-1 고양윤창1단지2단지,경기도 고양시 덕양구 동헌로 398-22,분양,개별난방,35739.55,4,299,윤창주택건설,윤창주택건설,319637555, ,아파트,위탁관리,혼합식,19970820,319637599,299,30162.049,121,178,0,0,22286.2335,4128111600,18,18,0,8,10273
A41280104,고양우방유쉘아파트,경기도 고양덕양구 고양동 454 고양우방유쉘아파트,경기도 고양시 덕양구 읍내로 25,분양,개별난방,70575.72,8,443,(주)우방이엔씨,서울경기북부지역주택조합,319629525, ,아파트,위탁관리,계단식,20070613,319629527,443,46213,111,332,0,0,34851.05,4128111600,23,23,2,13,10275
A41280105,고양현대,경기도 고양덕양구 고양동 240-6 고양현대,경기도 고양시 덕양구 읍내로 28,분양,개별난방,90616.65,8,791,현대산업개발,현대산업개발,319636538,운영치 않음,아파트,위탁관리,계단식,19971121,319620844,791,76194.99,374,417,0,0,57452.295,4128111600,20,20,0,2,10275
A41276501,더퍼스트프라임주상복합,경기도 고양덕양구 관산동 1015 더퍼스트프라임주상복합,경기도 고양시 덕양구 통일로 760,분양,개별난방,60816.902,1,272,프라임 종합건설,관산동 제1차도시환경정비조합,319630993, ,주상복합,위탁관리,복도식,20140228,319630955,272,28033.611,136,102,34,0,20657.516,4128111800,20,20,4,4,10285
A41280201,관산유승,경기도 고양덕양구 관산동 126 관산유승,경기도 고양시 덕양구 통일로742번길 63,분양,개별난방,29935.725,4,218,유승건설,유승건설,319620559,관산유승.ma-um.co.kr,아파트,위탁관리,계단식,20000429,319644668,218,22863.58,72,102,44,0,18048.48,4128111800,25,25,2,0,10285
A41280202,관산새서울,경기도 고양덕양구 관산동 178-57 관산새서울,경기도 고양시 덕양구 통일로754번길 16,분양,개별난방,26237.25,5,400,영락물산,영락물산,319622531,관산새서울.ma-um.co.kr,아파트,위탁관리,계단식,19830724,319638407,400,26237.25,395,5,0,0,19529.1,4128111800,5,5,1,0,10285
A41280403,관산주공그린빌,경기도 고양덕양구 관산동 996 관산주공그린빌,경기도 고양시 덕양구 통일로802번길 69,분양,개별난방,126077,16,1192,한국토지주택공사,"경남기업, 덕호건설",319642097,관산주공.apti.co.kr,아파트,위탁관리,계단식,20031020,319642038,1192,125533.484,511,681,0,0,87044.74,4128111800,18,18,1,37,10286
A41280404,관산신성,경기도 고양덕양구 관산동 981 관산신성,경기도 고양시 덕양구 통일로 749-7,분양,개별난방,42652.12,5,320,신성건설,신성건설,319643797, ,아파트,위탁관리,계단식,19980529,319622299,320,30674.08,144,176,0,0,23508,4128111800,20,20,2,9,10287
A10021747,대곡역두산위브2단지,경기도 고양덕양구 토당동 914- 대곡역두산위브2단지,경기도 고양시 덕양구 토당로 105,혼합,지역난방,18252,2,150,두산건설,능곡1구역주택재개발정비사업조합,7042874400, ,주상복합,위탁관리,혼합식,20230116, ,150,9518.05,150,0,0,0,6523.5,4128112000,18,18,3,3,
A10023441,대곡역롯데캐슬엘클라씨,경기도 고양덕양구 토당동 930- 대곡역롯데캐슬엘클라씨,경기도 고양시 덕양구 토당로 140,분양,지역난방,114786,12,834,롯데건설,능곡연합주택재건축정비사업조합,319709114, ,아파트,위탁관리,계단식,20221230,319709115,834,77086.24,449,385,0,0,59551.2617,4128112000,29,29,2,19,10507
A10023597,대곡역두산위브1단지,경기도 고양덕양구 토당동 913 대곡역두산위브1단지,경기도 고양시 덕양구 호수로 6,분양,지역난방,71295,5,493,두산위브,능곡1구역 주택재개발정비사업,319707760,daekok691.aptner.com/v2,아파트,위탁관리,계단식,20230116,319717760,493,46115.94,244,249,0,0,34045.07,4128112000,34,34,2,12,10506
A41271502,장미8차,경기도 고양덕양구 토당동 873 장미8차,경기도 고양시 덕양구 행당로11번길 25-6,분양,개별난방,17833.367,1,128,대영주택걸설(주),대영주택건설(주),319727324, ,아파트,위탁관리,계단식,19930828,319707324,128,14451.136,48,48,32,0,11158.56,4128112000,16,16,0,4,10515
A41281603,토당내안애양우,경기도 고양덕양구 토당동 250 토당내안애양우,경기도 고양시 덕양구 토당로 131-24,분양,개별난방,38727,5,296,양우건설(주),"양우건설(주),능곡양우제1지역주택조합",319382988, ,아파트,위탁관리,계단식,20050603,319383988,296,31450,0,296,0,0,25038.64,4128112000,23,23,2,7,10506
A41281604,토당금강KCC,경기도 고양덕양구 토당동 80 토당금강KCC,경기도 고양시 덕양구 토당로162번길 14,분양,개별난방,48589,6,380,KCC건설,KCC건설,319717726,토당금강KCC.ma-um.co.kr,아파트,자치관리,계단식,20040607,319747727,380,39383.5,0,380,0,0,30829.05,4128112000,25,25,1,9,10507
A41281605,능곡풍림아이원,경기도 고양덕양구 토당동 60 능곡풍림아이원,경기도 고양시 덕양구 지도로103번길 61,분양,지역난방,85252.17,6,445,풍림산업(주),풍림산업(주),319383112,능곡풍림아이원.apti.co.kr,아파트,위탁관리,계단식,20020831,319383113,445,63745.37,0,178,267,0,47494.32,4128112000,19,19,2,13,10508
A41281607,능곡2차현대홈타운,경기도 고양덕양구 토당동 53-44 능곡2차현대홈타운,경기도 고양시 덕양구 능곡로13번길 16,분양,지역난방,87311,8,556,능곡현대2차 연합주택조합,현대건설,319792138,능곡2차현대홈타운.ma-um.co.kr,아파트,위탁관리,계단식,20021025,319792140,556,69551.02,0,387,169,0,53437.716,4128112000,24,24,0,13,10508
A41281706,능곡한라비발디,경기도 고양덕양구 토당동 298 능곡한라비발디,경기도 고양시 덕양구 토당로 93,분양,개별난방,59961,3,482,한라건설(주),(주)신영플래닝,319713262, ,아파트,위탁관리,계단식,20041123,319713263,482,52556.875,0,482,0,0,40892.6722,4128112000,24,24,0,12,10509
A41281708,고양대림아파트,경기도 고양덕양구 토당동 259 고양대림아파트,경기도 고양시 덕양구 토당로 123,분양,지역난방,81544.25,8,640,대림건설,대림건설,319735535,능곡대림2차.apti.co.kr,아파트,위탁관리,혼합식,19970728,318175535,640,62279.797,297,343,0,0,46772.79,4128112000,15,15,0,20,10506
A41281809,능곡1차현대홈타운,경기도 고양덕양구 토당동 352 능곡1차현대홈타운,경기도 고양시 덕양구 능곡로 30-12,분양,지역난방,86292,7,650,현대건설,현대건설,319704023,능곡1차현대홈타운.ma-um.co.kr,아파트,위탁관리,계단식,20020729,318154023,650,76330.086,0,650,0,0,54962.635,4128112000,25,25,1,15,10510
A41282101,능곡대림1차,경기도 고양덕양구 토당동 860 능곡대림1차,경기도 고양시 덕양구 토당로32번길 11,분양,개별난방,23550,3,204,고려개발,고려개발,319705857,능곡대림1차.ma-um.co.kr,아파트,위탁관리,혼합식,19960224,319725857,204,19554,90,114,0,0,15044.94,4128112000,15,15,0,5,10510
A41282102,능곡삼윤,경기도 고양덕양구 토당동 879 능곡삼윤,경기도 고양시 덕양구 행당로11번길 16,분양,개별난방,26950,2,249,삼윤실업,삼윤실업,319724731,능곡삼윤.ma-um.co.kr,아파트,위탁관리,복도식,19911130,319724731,249,19321.23,12,237,0,0,19356.99,4128112000,13,13,0,2,10515
A10027468,한화꿈에그린,경기도 고양덕양구 화정동 965-1 한화꿈에그린,경기도 고양시 덕양구 화정로 69,분양,지역난방,25854.22,1,122,한화건설,엘르빌,318179933, ,주상복합,위탁관리,혼합식,20030930,319691742,122,23242.1,0,0,122,0,15176.89,4128112300,25,25,3,3,10497
A10027480,동원텔아파트,경기도 고양덕양구 화정동 969 동원텔아파트,경기도 고양시 덕양구 화정로 47,분양,지역난방,34806.24,1,76,동원,동원,319660774, ,아파트,위탁관리,복도식,20030930,319670773,76,14043.36,22,0,1,53,10784.58,4128112300,19,19,4,0,10497
A41227205,화정별빛마을10단지,경기도 고양덕양구 화정동 951 화정별빛마을10단지,경기도 고양시 덕양구 화신로 291,분양,지역난방,124588.01,13,1080,주식회사건영,군인공제회,319786497,별빛10단지.apti.co.kr,아파트,위탁관리,계단식,19960530,319786498,1080,107284,0,1080,0,0,89002.8,4128112300,20,20,0,35,10502
A41227208,화정별빛마을8단지부영,경기도 고양덕양구 화정동 952 화정별빛마을8단지부영,경기도 고양시 덕양구 화신로 298,분양,중앙난방,103843.35,10,1232,부영건설,동광,319718366,별빛마을8단지부영.ma-um.co.kr,아파트,위탁관리,복도식,19951113,319718367,1232,90608,1232,0,0,0,63980,4128112300,20,20,0,20,10501
A41227212,화정별빛마을9단지,경기도 고양덕양구 화정동 948 화정별빛마을9단지,경기도 고양시 덕양구 화신로 311,분양,지역난방,216760,24,2008,"기산,벽산,코오롱,한일,","기산,벽산,코오롱,한일",319718578,별빛마을9단지아파트.ma-um.co.kr,아파트,위탁관리,계단식,19951110,319718580,2008,215246.27,0,2008,0,0,167711.28,4128112300,20,20,1,60,10502
A41273301,화정은빛마을11단지부영,경기도 고양덕양구 화정동 961 화정은빛마을11단지부영,경기도 고양시 덕양구 백양로 126,분양,지역난방,117452.16,11,1350,부영,부영,319624965, ,아파트,위탁관리,복도식,19960427,319624966,1350,103001.64,1350,0,0,0,74520,4128112300,19,19,0,22,10498
A41273302,은빛마을6단지프라웰아파트,경기도 고양덕양구 화정동 936 은빛마을6단지프라웰아파트,경기도 고양시 덕양구 화정로 27,분양,지역난방,243051,19,1320,부영건설,동광주택산업,318149737,은빛마을6단지프라웰.apti.co.kr,아파트,위탁관리,계단식,19960427,318149739,1320,203642.88,0,0,1032,288,171447.12,4128112300,20,20,1,38,10496
A41275901,화정별빛마을7단지청구현대,경기도 고양덕양구 화정동 953 화정별빛마을7단지청구현대,경기도 고양시 덕양구 화신로 340,분양,지역난방,124698.72,16,1136,"(주)청구,고려산업개발(주)","(주)청구,고려산업개발(주)",319718525,별빛7단지.apti.co.kr/,아파트,위탁관리,계단식,19951110,318128527,1136,124698.72,0,1136,0,0,96531.6,4128112300,20,20,1,34,10501
A41279101,동도센트리움,경기도 고양덕양구 화정동 986-6 동도센트리움,경기도 고양시 덕양구 백양로 65,분양,지역난방,22446.29,1,118,동도건설(주),동도건설(주),319742880, ,주상복합,자치관리,계단식,20040410,318174591,118,16454.85,0,48,70,0,12938.41,4128112300,20,20,0,3,10500
A41282601,달빛마을현대아파트(4단지),경기도 고양덕양구 화정동 868 달빛마을현대아파트(4단지),경기도 고양시 덕양구 화중로 171,분양,지역난방,55592.86,4,300,현대산업개발(주),현대산업개발(주),319675306,달빛마을4단지현대.ma-um.co.kr,아파트,위탁관리,계단식,19950824,319665722,300,50456.11,0,0,240,60,41349.36,4128112300,18,18,1,9,10475
A41282602,달빛마을3단지,경기도 고양덕양구 화정동 865 달빛마을3단지,경기도 고양시 덕양구 화수로 22,분양,지역난방,103600,11,856,신안건설,신안건설,319646432,달빛3단지신안apti.cokr,아파트,위탁관리,계단식,19951212,319660256,856,72663.72,0,856,0,0,72688.72,4128112300,20,20,1,25,10475
A41282603,화정달빛마을2단지라이프,경기도 고양덕양구 화정동 851 화정달빛마을2단지라이프,경기도 고양시 덕양구 화중로 222,분양,지역난방,117506,11,1391,라이프주택,라이프주택,319678868,달빛마을2단지라이프.ma-um.co.kr,아파트,위탁관리,복도식,19960910,319666206,1391,101616.53,1391,0,0,0,73308.09,4128112300,20,20,1,22,10473
A41282604,화정달빛마을2단지부영,경기도 고양덕양구 화정동 851 화정달빛마을2단지부영,경기도 고양시 덕양구 화중로 222,분양,지역난방,117489.3,11,1391,(주)부영,(주)부영,319674457,dbby2.apti.co.kr,아파트,위탁관리,복도식,19960720,319686004,1391,101617.19,1391,0,0,0,73236.3,4128112300,20,20,0,22,10473
A41282605,화정달빛마을1단지,경기도 고양덕양구 화정동 858 화정달빛마을1단지,경기도 고양시 덕양구 화중로 219,분양,지역난방,189413.88,20,1784,"극동건설,진덕산업,경남기업,동부건설","극동,진덕,경남,동부",319666180,apt858.apti.co.kr,아파트,위탁관리,계단식,19951125,319660175,1784,188864,0,1784,0,0,148632.48,4128112300,20,20,1,0,10472
A41282606,화정은빛마을5단지,경기도 고양덕양구 화정동 870 화정은빛마을5단지,경기도 고양시 덕양구 화중로 164,분양,지역난방,382241.5,38,2032,"삼성,LG,삼익건설,삼익주택,미도파,신성","삼익주택,삼익건설,삼성건설,LG건설,(주)신성,(주)미도파",319696141,은빛마을5단지.ma-um.co.kr,아파트,위탁관리,계단식,19951113,319648697,2032,322493.44,0,0,1616,416,265505.6,4128112300,20,20,2,64,10474
A41282701,화정옥빛16단지주공,경기도 고양덕양구 화정동 1141 화정옥빛16단지주공,경기도 고양시 덕양구 백양로 15,분양,지역난방,47094,6,514,LH공사,LH공사,319736546, ,아파트,위탁관리,복도식,19961022,318116546,514,46084.96,514,0,0,0,30824.58,4128112300,20,20,1,12,10503
A41282702,옥빛마을12단지,경기도 고양덕양구 화정동 988 옥빛마을12단지,경기도 고양시 덕양구 백양로 84,분양,지역난방,53287,5,570,신덕종합건설,신덕종합건설,319718038,cafe.daum.net/hjob12,아파트,위탁관리,계단식,19951101,319718039,570,46253.79,570,0,0,0,33741.15,4128112300,20,20,1,16,10499
A41282703,화정옥빛13단지일신건영,경기도 고양덕양구 화정동 987 화정옥빛13단지일신건영,경기도 고양시 덕양구 백양로 64,분양,지역난방,50501.277,5,582,일신건영,일신건영,319715922,옥빛13단지일신건영.ma-um.co.kr,아파트,위탁관리,혼합식,19951101,319717256,582,44689.42,582,0,0,0,33319.81,4128112300,20,20,0,13,10499
A41282704,화정옥빛마을14단지부영,경기도 고양덕양구 화정동 1004 화정옥빛마을14단지부영,경기도 고양시 덕양구 백양로 27,분양,지역난방,60350,6,720,부영,부영,319716746,고양옥빛14단지.apti.co.kr,아파트,위탁관리,복도식,19951108,319717307,720,53501.58,720,0,0,0,38660,4128112300,20,20,1,12,10503
A41282706,화정옥빛17단지,경기도 고양덕양구 화정동 1135 화정옥빛17단지,경기도 고양시 덕양구 백양로 8,분양,지역난방,135973,14,1120,한국토지주택공사,"두산,동부,일신",319798851,cafe.daum.net/9798851,아파트,위탁관리,계단식,19970524,319798852,1120,135968,0,1120,0,0,94964.8,4128112300,20,20,0,28,10504
A41282711,화정옥빛15단지주공,경기도 고양덕양구 화정동 1127 화정옥빛15단지주공,경기도 고양시 덕양구 화신로 233,분양,지역난방,126140.66,14,1391,대한주택공사,대한주택공사,319786414,옥빛15.apti.co.kr,아파트,위탁관리,복도식,19970503,319381900,1391,126140.22,1391,0,0,0,83329.5,4128112300,20,20,1,23,10504
A10021582,행신 파밀리에 트라이하이 ,경기도 고양덕양구 행신동 1131- 행신 파밀리에 트라이하이 ,경기도 고양시 덕양구 행신로143번길 14-13,분양,개별난방,160347008,3,136,신동아건설(주),경원 연립주변 가로주택 정비사업조합,319720344, ,아파트,위탁관리,계단식,20220405, ,136,11707.165,93,43,0,0,8892.0993,4128112800,15,15,0,5,
A10024375,서정마을11단지,경기도 고양덕양구 행신동 1113 서정마을11단지,경기도 고양시 덕양구 소원로 252,분양,지역난방,11160,4,102,중흥종합건설(주),중흥종합건설(주),319383505, ,연립주택,위탁관리,계단식,20091201,319383503,102,11159.766,0,102,0,0,8667.982,4128112800,4,4,1,13,10535
A10025669,서정마을12단지,경기도 고양덕양구 행신동 1064 서정마을12단지,경기도 고양시 덕양구 서정마을2로 17,임대,지역난방,16111,2,276,대창기업,LH,319381188, ,아파트,위탁관리,복도식,20190214,319381198,276,16007.579,276,0,0,0,7061.68,4128112800,15,15,1,4,10486
A41222001,행신동문,경기도 고양덕양구 행신동 220 행신동문,경기도 고양시 덕양구 행신로325번길 37-13,분양,지역난방,19441.205,1,166,동문건설(주),동문건설(주),319716575,행신동문.ma-um.co.kr,아파트,위탁관리,혼합식,19981015,319716574,166,16124.43,87,79,0,0,11844.345,4128112800,20,20,1,4,10493
